Chair Name, Cell Name, Location ID, Chair X, Chair Y, Chair Z
"Pew #3", "Great Chapel of Mara", "BravilChapelofMara", 416.053162, -161.222641, -603.990723
"Pew #4", "Great Chapel of Mara", "BravilChapelofMara", 416.053162, 162.718628, -603.990723
"Pew #5", "Great Chapel of Mara", "BravilChapelofMara", 569.965637, -161.222641, -603.990723
"Pew #6", "Great Chapel of Mara", "BravilChapelofMara", 569.965637, 162.718628, -603.990723
"Pew #1", "Great Chapel of Talos", "BrumaChapel", 190.922699, -161.222641, -603.990723
"Pew #2", "Great Chapel of Talos", "BrumaChapel", 190.922699, 162.718628, -603.990723
"Pew #3", "Great Chapel of Talos", "BrumaChapel", 345.678955, -161.222641, -603.990723
"Pew #4", "Great Chapel of Talos", "BrumaChapel", 345.678955, 162.718628, -603.990723
"Pew #5", "Great Chapel of Talos", "BrumaChapel", 499.591461, -161.222641, -603.990723
"Pew #6", "Great Chapel of Talos", "BrumaChapel", 499.591461, 162.718628, -603.990723
"Bench #1", "Great Hall", "KvatchCastleRooms", 891.118774, 1491.576172, -95.784378
"Bench #2", "Great Hall", "KvatchCastleRooms", 914.405334, 869.455811, -95.685303
"Chair #1", "Great Hall", "KvatchCastleRooms", 1176.676758, 1749.301392, -101.896225
"Chair #2", "Great Hall", "KvatchCastleRooms", 2185.539307, 859.840942, -65.733360
"Stool #1", "Great Hall", "KvatchCastleRooms", 979.353027, 673.833923, -95.673538
"Bed #1", "Great Wold Interior", "GretWold", 254.048431, -155.125671, -128.191132
"Chair #1", "Great Wold Interior", "GretWold", -277.879578, 206.645493, -127.465935
"Chair #1", "Greenmote Silo", "SENSGreenmoteSilo", 10133.188477, -5372.532227, -623.840515
"Chair #1", "Grey-Throat's Basement", "ICTempleDistrictGreyThroatsBasement", 1763.281616, 1836.509277, 7264.579590
"Chair #1", "Grey-Throat's House", "ICTempleDistrictGreyThroatsHouse", 256.943207, -242.910385, -254.792572
"Chair #2", "Grey-Throat's House", "ICTempleDistrictGreyThroatsHouse", 454.382202, 144.298584, -253.658264
"Chair #3", "Grey-Throat's House", "ICTempleDistrictGreyThroatsHouse", 576.049011, 141.000732, -253.658264
"Bed #1", "Grey-Throat's Private Quarters", "ICTempleDistrictGreyThroatsHouseUpstairs", 552.799255, -199.221268, 486.553223
"Chair #1", "Grey-Throat's Private Quarters", "ICTempleDistrictGreyThroatsHouseUpstairs", 313.101654, -381.676453, 497.511719
"Chair #2", "Grey-Throat's Private Quarters", "ICTempleDistrictGreyThroatsHouseUpstairs", 679.210510, 4.974148, 495.637695
"Chair #3", "Grey-Throat's Private Quarters", "ICTempleDistrictGreyThroatsHouseUpstairs", 820.943176, 31.730614, 499.709595
"Chair #4", "Grey-Throat's Private Quarters", "ICTempleDistrictGreyThroatsHouseUpstairs", 918.083557, -86.883034, 499.709595
"Bed #1", "Greyland", "Greyland", 238.000000, 386.000000, -132.000000
"Chair #1", "Greyland", "Greyland", -254.000000, 354.000000, -132.000000
"Chair #2", "Greyland", "Greyland", -286.000000, 462.000000, -131.873734
"Chair #3", "Greyland", "Greyland", -396.000000, 336.000000, -132.000000
"Bench #1", "Guard House Basement", "ICElvenGardensGuardHouseBasement", 1713.325684, 1894.018188, 6883.600098
"Bench #2", "Guard House Basement", "ICElvenGardensGuardHouseBasement", 1963.295898, 2146.547607, 6880.832520
"Chair #1", "Guard House Basement", "ICElvenGardensGuardHouseBasement", 2054.363770, 2517.213623, 6912.912598
"Chair #2", "Guard House Basement", "ICElvenGardensGuardHouseBasement", 2145.244629, 2503.164551, 6912.912598
"Bed #1", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 1793.239746, 2387.960205, 6787.033691
"Bed #2", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 1795.010376, 2158.420654, 6784.938965
"Bed #3", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 2266.664551, 1677.256714, 6785.166992
"Bed #4", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 2311.523682, 2397.094727, 6787.033691
"Bed #5", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 2314.778809, 2155.400391, 6784.875977
"Chair #1", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 1987.929321, 1850.116089, 6833.610352
"Chair #2", "Guard House Private Quarters", "ICElvenGardensGuardHouseUpstairs", 2134.964355, 1861.843018, 6833.610352
"Bench #1", "Guard House", "ICElvenGardensGuardHouse", -96.689079, -284.887970, 150.870331
"Bench #2", "Guard House", "ICElvenGardensGuardHouse", 248.048935, -339.386810, 150.870331
"Bench #3", "Guard House", "ICElvenGardensGuardHouse", 252.907104, -199.018890, 150.870300
"Bench #4", "Guard House", "ICElvenGardensGuardHouse", 43.670952, -279.804291, 150.870300
"Chair #1", "Guard House", "ICElvenGardensGuardHouse", 233.019318, -548.749023, 181.755981
"Chair #2", "Guard House", "ICElvenGardensGuardHouse", 401.412689, 5.758465, 181.755981
"Chair #3", "Guard House", "ICElvenGardensGuardHouse", 64.902718, -547.379639, 181.755981
"Bed #1", "Guildmaster's Quarters", "ICWaterfrontDarelothsHouseUpstairs", 1848.303467, 1410.405762, 8580.418945
"Chair #1", "Guildmaster's Quarters", "ICWaterfrontDarelothsHouseUpstairs", 2033.324951, 1125.751221, 8585.684570
"Chair #2", "Guildmaster's Quarters", "ICWaterfrontDarelothsHouseUpstairs", 2130.482422, 908.451233, 8585.684570
"Chair #3", "Guildmaster's Quarters", "ICWaterfrontDarelothsHouseUpstairs", 2199.653809, 1107.928955, 8585.716797
"Chair #4", "Guildmaster's Quarters", "ICWaterfrontDarelothsHouseUpstairs", 2362.596924, 1355.600830, 8585.900391
"Bed #1", "Gweden Farm Basement", "GwedenFarmBasement", -182.459549, -514.551880, -128.000000
"Bed #2", "Gweden Farm Basement", "GwedenFarmBasement", -389.895874, -828.219238, -127.262756
"Bed #3", "Gweden Farm Basement", "GwedenFarmBasement", -581.439026, -511.167389, -127.262756
"Chair #1", "Gweden Farm Basement", "GwedenFarmBasement", -186.628479, -642.706421, -80.686462
"Chair #2", "Gweden Farm Basement", "GwedenFarmBasement", -441.717834, 66.055847, -80.686462
"Chair #3", "Gweden Farm Basement", "GwedenFarmBasement", -589.692871, -50.000084, -80.686462
"Chair #4", "Gweden Farm Basement", "GwedenFarmBasement", -589.902527, -748.942688, -80.686440
"Bed #1", "Gweden Farm", "GwedenFarmInterior", 146.223816, 178.520081, -114.244423
"Chair #1", "Gweden Farm", "GwedenFarmInterior", -353.114105, -135.921234, -117.388016
"Chair #2", "Gweden Farm", "GwedenFarmInterior", 197.066544, -245.183731, -117.388016
"Chair #3", "Gweden Farm", "GwedenFarmInterior", 360.535156, -131.631744, -117.388016
"A Battered Stool #1", "Hackdirt Caverns", "HackdirtCaverns", 1008.104309, -529.356689, 16.551016
"A Battered Stool #2", "Hackdirt Caverns", "HackdirtCaverns", 1249.959106, -716.018250, 59.115280
"A Battered Stool #3", "Hackdirt Caverns", "HackdirtCaverns", 1472.676025, -583.796570, 21.528553
"Bedroll #1", "Hackdirt Caverns", "HackdirtCaverns", 1237.818970, 2045.376953, 1.684341
"Chair #1", "Hagaer's Basement", "ICTempleDistrictHagaersBasement", 215.676025, 488.911499, 1968.095215
"Chair #2", "Hagaer's Basement", "ICTempleDistrictHagaersBasement", 320.385498, 159.212280, 1968.095215
"Chair #1", "Hagaer's House", "ICTempleDistrictHagaersHouse", -137.996887, 1187.421143, -370.475647
"Chair #2", "Hagaer's House", "ICTempleDistrictHagaersHouse", -148.368225, 906.679443, -370.475647
"Chair #3", "Hagaer's House", "ICTempleDistrictHagaersHouse", -303.353973, 450.749939, -374.071472
"Chair #4", "Hagaer's House", "ICTempleDistrictHagaersHouse", 174.915009, 180.999619, -369.756165
"Chair #5", "Hagaer's House", "ICTempleDistrictHagaersHouse", 237.405792, 288.435425, -369.724182
"Chair #6", "Hagaer's House", "ICTempleDistrictHagaersHouse", 428.213470, 128.235199, -369.756165
"Chair #7", "Hagaer's House", "ICTempleDistrictHagaersHouse", 9.867126, 1080.106934, -370.443665
"Bed #1", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2132.371094, 2560.682129, 6423.655762
"Bed #2", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2184.677246, 2224.562012, 6423.797363
"Chair #1", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 1485.997070, 1909.169434, 6420.582520
"Chair #2", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 1629.234741, 1611.752563, 6420.582520
"Chair #3", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 1856.667603, 2652.380371, 6425.953613
"Chair #4", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 1927.739380, 2333.460449, 6422.615723
"Chair #5", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2035.587646, 1199.422852, 6420.582520
"Chair #6", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2083.386230, 1891.993042, 6423.782715
"Chair #7", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2107.108887, 1741.346069, 6423.782715
"Chair #8", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2196.385742, 1907.320313, 6423.782715
"Chair #9", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2197.360352, 1651.026489, 6423.782715
"Chair #10", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2299.497070, 1824.664429, 6423.782715
"Chair #11", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2304.276855, 1081.825562, 6420.582520
"Chair #12", "Hagaer's Private Quarters", "ICTempleDistrictHagaersHouseUpstairs", 2304.832520, 1697.878052, 6423.782715
"Bed #1", "Halion's House", "SEHaleHalionsHouse", 366.276672, -1178.761353, 119.077324
"Bench #1", "Halion's House", "SEHaleHalionsHouse", 210.851944, -1197.028931, -171.545944
"Chair #1", "Halion's House", "SEHaleHalionsHouse", 188.316910, -1199.244751, 120.166389
"Chair #2", "Halion's House", "SEHaleHalionsHouse", 308.405365, -753.114441, -152.187347
"Worship Bench #1", "Halls of Shame", "OblivionRD004CitadelLeftHall02", 2304.583252, -2285.217041, 2317.250244
"Worship Bench #2", "Halls of Shame", "OblivionRD004CitadelLeftHall02", 2432.551025, -1935.044312, 2318.249512
"Worship Bench #3", "Halls of Shame", "OblivionRD004CitadelLeftHall02", 2557.769775, -2278.506592, 2317.250244
"Worship Bench #1", "Halls of Shame", "OblivionRD004CitadelRightHall02", 2304.583252, -2275.878418, 2309.250244
"Worship Bench #2", "Halls of Shame", "OblivionRD004CitadelRightHall02", 2432.551025, -1925.705444, 2310.249512
"Worship Bench #3", "Halls of Shame", "OblivionRD004CitadelRightHall02", 2557.769775, -2269.167969, 2309.250244
"Chair #1", "Hame Silasel", "Hame03", 4174.421387, 4641.144531, 5691.091797
"Chair #2", "Hame Silasel", "Hame03", 4994.199219, 2472.206787, 5701.279785
"Chair #3", "Hame Silasel", "Hame03", 5017.490723, 2653.563477, 5701.279785
"Bedroll #1", "Hame Wendesel", "Hame02", 5517.530762, 4813.467773, 6682.900879
"A Battered Stool #1", "Hame", "Hame", -812.796936, 860.285889, -207.393677
"Bed #1", "Hame", "Hame", -864.757568, 1047.451050, -198.267059
"Bedroll #1", "Hame", "Hame", -829.633240, 459.588715, -232.148697
"Bedroll #2", "Hame", "Hame", -889.136108, 515.475647, -229.098999
"Bedroll #3", "Hame", "Hame", -889.653748, 735.116211, -228.495483
"Bed #1", "Hammer and Axe", "BrumaHammerAndAxe", -238.582581, -44.558544, -89.618172
"Bench #1", "Hammer and Axe", "BrumaHammerAndAxe", -219.642776, -150.412033, -313.944183
"Bench #2", "Hammer and Axe", "BrumaHammerAndAxe", -44.753193, -159.826141, -108.718506
"Chair #1", "Hammer and Axe", "BrumaHammerAndAxe", -214.885666, 17.621458, -282.840729
"Chair #2", "Hammer and Axe", "BrumaHammerAndAxe", 50.438046, -289.738495, -283.201233
"Bed #1", "Hammer and Tongs", "SkingradHammerAndTongs", -55.290394, -291.976593, -149.618195
"Bed #2", "Hammer and Tongs", "SkingradHammerAndTongs", 387.834808, -171.769958, -147.863754
"Chair #1", "Hammer and Tongs", "SkingradHammerAndTongs", 125.222054, -157.146423, -138.737778
"Chair #2", "Hammer and Tongs", "SkingradHammerAndTongs", 163.647583, 239.112137, -658.653503
"Chair #3", "Hammer and Tongs", "SkingradHammerAndTongs", 164.361328, -54.132523, -662.640930
"Chair #4", "Hammer and Tongs", "SkingradHammerAndTongs", 265.858948, 341.447052, -396.618774
"Chair #5", "Hammer and Tongs", "SkingradHammerAndTongs", 266.772797, -136.197601, -395.135925
"Chair #6", "Hammer and Tongs", "SkingradHammerAndTongs", 429.202637, 233.076340, -396.618774
"Chair #7", "Hammer and Tongs", "SkingradHammerAndTongs", 79.104477, -7.628029, -396.965515
"Bed #1", "Hanz gro-Hubrag's House", "BlankenMarchHouse02", -96.572243, -147.509506, -80.986679
"Chair #1", "Hanz gro-Hubrag's House", "BlankenMarchHouse02", 141.592896, 183.991302, -80.261528
"Bedroll #1", "Harborside Warehouse", "AnvilHarborsideWarehouse", 466.280701, -156.789627, 151.701660
"Chair #1", "Harborside Warehouse", "AnvilHarborsideWarehouse", -147.470764, 32.923401, 34.648727
"Stool #1", "Harborside Warehouse", "AnvilHarborsideWarehouse", 344.860107, -180.317139, 168.442581
"Bed #1", "Harm's Folly", "HarmFolly", 254.870377, -174.340790, -128.191132
"Bench #1", "Harm's Folly", "HarmFolly", -103.709839, 211.105988, -146.194626
"Chair #1", "Harm's Folly", "HarmFolly", -190.659302, -196.471863, -127.465981
"Chair #2", "Harm's Folly", "HarmFolly", -216.923843, 235.645248, -127.465935
"Chair #3", "Harm's Folly", "HarmFolly", -287.598969, 104.766586, -127.465981
"Chair #4", "Harm's Folly", "HarmFolly", -302.620819, -74.549690, -127.465981
"Chair #1", "Hastrel Ottus' Basement", "ICTempleDistrictHastrelOttusHouseBasement", 1753.014893, 2012.239990, 7247.405273
"Chair #1", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", -115.513405, 10.221169, -169.192673
"Chair #2", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", -154.565292, -89.397697, -169.192673
"Chair #3", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", 13.340225, -51.140678, -169.192673
"Chair #4", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", 212.647629, -230.271820, -172.764542
"Chair #5", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", 408.052002, 63.122932, -172.764542
"Chair #6", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", 508.915527, -278.585327, -172.792007
"Chair #7", "Hastrel Ottus' House", "ICTempleDistrictHastrelOttusHouse", 513.016296, -397.094116, -172.792007
"Bed #1", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", 153.492645, -349.290802, 529.550415
"Bed #2", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", 418.297211, -122.447464, 529.716797
"Bed #3", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", 505.481415, -516.461731, 529.716797
"Chair #1", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", -160.998642, -190.272598, 575.280701
"Chair #2", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", -62.120037, -186.574463, 575.280701
"Chair #3", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", -63.884056, -102.344398, 575.280701
"Chair #4", "Hastrel Ottus' Private Quarters", "ICTempleDistrictHastrelOttusHouseUpstairs", 140.126816, -166.514725, 576.414734
"A Battered Stool #1", "Haunted Caverns", "HauntedMIne02", 1868.309448, 3052.346680, -138.129364
"Bedroll #1", "Haunted Caverns", "HauntedMIne02", 2320.538818, -569.954895, -208.621155
"Bedroll #2", "Haunted Caverns", "HauntedMIne02", 2356.028320, 70.457962, -211.075668
"Bedroll #3", "Haunted Caverns", "HauntedMIne02", 2510.474854, -741.078674, -251.621811
"Bedroll #4", "Haunted Caverns", "HauntedMIne02", 2544.026123, 149.287170, -241.919540
"Bench #1", "Haunted Caverns", "HauntedMIne02", 1740.101196, 3116.111572, -144.114792
"Stool #1", "Haynote Cave", "HaynoteCave", 3331.856445, 6562.935547, 6457.299805
"Chair #1", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -375.613220, -158.998413, 46.310177
"Chair #2", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -533.370178, -154.221497, 48.156967
"Chair #3", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -765.813232, 90.140686, 74.151566
"Chair #4", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -8.857985, -138.974701, 46.310177
"Chair #5", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -862.309326, -194.277435, 71.700195
"Chair #6", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", -894.506287, 67.775085, 73.799911
"Chair #7", "Heinrich Oaken-Hull's House", "AnvilHeinrichOakenHallsHouse", 21.954786, 169.575806, 46.310177
"Bed #1", "Helvius Cecia's House", "BrumaHelviusCeciasHouse", 166.098175, 60.885704, -427.954926
"Chair #1", "Helvius Cecia's House", "BrumaHelviusCeciasHouse", 167.454697, -393.562775, -416.818695
"Chair #2", "Helvius Cecia's House", "BrumaHelviusCeciasHouse", 29.207067, -148.951080, -416.755432
"Chair #3", "Helvius Cecia's House", "BrumaHelviusCeciasHouse", 327.677521, -230.630493, -168.156570
"Bench #1", "Helvo Atius' House", "ICTalosPlazaHelvoAtiusHouse", 361.535767, 5.913701, -202.679001
"Chair #1", "Helvo Atius' House", "ICTalosPlazaHelvoAtiusHouse", -180.919540, 112.330070, -171.799118
"Chair #2", "Helvo Atius' House", "ICTalosPlazaHelvoAtiusHouse", -295.954102, -292.030548, -171.799118
"Bed #1", "Helvo Atius' Private Quarters", "ICTalosPlazaHelvoAtiusHouseUpstairs", 33.407257, -163.994446, 1563.849365
"Chair #1", "Helvo Atius' Private Quarters", "ICTalosPlazaHelvoAtiusHouseUpstairs", -239.531708, -362.943542, 1574.807861
"Chair #2", "Helvo Atius' Private Quarters", "ICTalosPlazaHelvoAtiusHouseUpstairs", 159.818573, 40.200989, 1572.933838
"Chair #3", "Helvo Atius' Private Quarters", "ICTalosPlazaHelvoAtiusHouseUpstairs", 301.551178, 66.957458, 1577.005737
"Chair #4", "Helvo Atius' Private Quarters", "ICTalosPlazaHelvoAtiusHouseUpstairs", 398.691620, -51.656189, 1577.005737
"Bed #1", "Henantier's Dream", "DreamHub", 90.897339, -136.879868, 7.022690
"Bench #1", "Henantier's Dream", "DreamHub", 173.609421, -61.815228, -206.620911
"Chair #1", "Henantier's Dream", "DreamHub", -137.069901, 60.967548, -174.903397
"Chair #2", "Henantier's Dream", "DreamHub", -175.732529, -227.580780, -174.903397
"Chair #3", "Henantier's Dream", "DreamHub", -327.597687, -441.015045, 40.933945
"Stool #1", "Henantier's Dream", "DreamHub", -166.437759, -63.557934, -205.922089
"Bed #1", "Henantier's House", "BravilHenantiersHouse", 148.660309, -83.951080, 7.022690
"Bed #2", "Henantier's House", "BravilHenantiersHouse", 152.702774, -399.434113, 7.022720
"Bench #1", "Henantier's House", "BravilHenantiersHouse", 173.609421, -61.815228, -206.620911
"Chair #1", "Henantier's House", "BravilHenantiersHouse", -175.732529, -227.580780, -174.903397
"Chair #2", "Henantier's House", "BravilHenantiersHouse", -322.130707, -511.581757, 40.933945
"Chair #3", "Henantier's House", "BravilHenantiersHouse", -88.276726, 78.811356, -174.903397
"Stool #1", "Henantier's House", "BravilHenantiersHouse", -166.437759, -63.557934, -205.922089
"Bench #1", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 153.595963, 225.686279, 131.067596
"Bench #2", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 240.704330, 322.566864, 131.067596
"Bench #3", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 725.256714, -197.923447, 126.995934
"Bench #4", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 734.410156, 89.021950, 126.995934
"Chair #1", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 295.237061, 2.198725, 154.977814
"Chair #2", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 397.788269, -70.069511, 155.279480
"Chair #3", "Herminia Cinna's House", "ICElvenGardensHerminiaCinnasHouse", 505.005493, -17.929491, 154.977814
"Bed #1", "Herminia Cinna's Private Quarters", "ICElvenGardensHerminiaCinnasHouseUpstairs", 367.341675, 359.588165, 880.514160
"Chair #1", "Herminia Cinna's Private Quarters", "ICElvenGardensHerminiaCinnasHouseUpstairs", 118.343994, 389.455658, 878.300476
"Chair #2", "Herminia Cinna's Private Quarters", "ICElvenGardensHerminiaCinnasHouseUpstairs", 251.302979, -52.459232, 879.502258
"Chair #3", "Herminia Cinna's Private Quarters", "ICElvenGardensHerminiaCinnasHouseUpstairs", 380.826172, -182.105148, 876.915100
"Chair #4", "Herminia Cinna's Private Quarters", "ICElvenGardensHerminiaCinnasHouseUpstairs", 511.391998, -60.036335, 879.502258
"Bed #1", "Hirrus Clutumnus' House Upstairs", "SENSHirrusClitumnusHouseUpstairs", -643.163269, -431.877258, -220.291687
"Chair #1", "Hirrus Clutumnus' House Upstairs", "SENSHirrusClitumnusHouseUpstairs", -374.734985, -185.473251, -225.797409
"Chair #2", "Hirrus Clutumnus' House Upstairs", "SENSHirrusClitumnusHouseUpstairs", -387.502075, -311.221405, -225.797470
"A Battered Stool #1", "Hirrus Clutumnus' House", "SENSHirrusClitumnusHouse", -977.474182, -228.582687, 68.580551
"Bed #1", "Honditar's House", "ChorrolHonditarsHouse", -161.500748, 211.825562, -64.225021
"Bench #1", "Honditar's House", "ChorrolHonditarsHouse", 147.831665, 51.257729, -80.911057
"Chair #1", "Honditar's House", "ChorrolHonditarsHouse", 211.381485, 219.635468, -64.790138
"Stool #1", "Honditar's House", "ChorrolHonditarsHouse", 16.237749, 155.195129, -80.238060
"Bed #1", "Honmund's House", "BrumaHonmundsHouse", -397.624695, -218.469528, -103.397316
"Bench #1", "Honmund's House", "BrumaHonmundsHouse", -386.247009, 151.846786, 69.444702
"Bench #2", "Honmund's House", "BrumaHonmundsHouse", -389.908173, 6.933979, 69.444702
"Chair #1", "Honmund's House", "BrumaHonmundsHouse", -121.580612, -313.847198, 97.887131
"Chair #2", "Honmund's House", "BrumaHonmundsHouse", -184.186264, 126.087219, -106.808266
"Chair #3", "Honmund's House", "BrumaHonmundsHouse", -277.930725, -234.158707, 97.887131
"Chair #4", "Honmund's House", "BrumaHonmundsHouse", -288.589661, 260.766785, -106.840347
"Chair #5", "Honmund's House", "BrumaHonmundsHouse", -496.625702, -239.724686, 97.887131
"Chair #6", "Honmund's House", "BrumaHonmundsHouse", -498.719330, 169.766190, -101.361771
"Chair #7", "Honmund's House", "BrumaHonmundsHouse", -500.464508, 295.178711, -101.361771
"Chair #8", "Honmund's House", "BrumaHonmundsHouse", 14.019070, 188.231522, -106.808266
"Chair #9", "Honmund's House", "BrumaHonmundsHouse", 194.936646, -69.391251, -106.808266
"Bed #1", "Horkvir Bear-Arm's House", "SESplitManiaHorkvirBearArmsHouse", 262.255524, -1153.020142, 164.466919
"Bench #1", "Horkvir Bear-Arm's House", "SESplitManiaHorkvirBearArmsHouse", 106.830795, -1171.287720, -126.156380
"Chair #1", "Horkvir Bear-Arm's House", "SESplitManiaHorkvirBearArmsHouse", 213.366455, -710.395020, -106.797737
"Chair #2", "Horkvir Bear-Arm's House", "SESplitManiaHorkvirBearArmsHouse", 84.295761, -1173.503540, 165.555954
"Bed #1", "Horkvir Bear-Arm's House", "SESplitDementiaHorkvirBearArmsHouse", -789.043457, 1096.218140, 185.012573
"Chair #1", "Horkvir Bear-Arm's House", "SESplitDementiaHorkvirBearArmsHouse", -775.963135, 620.551636, -175.309647
"Chair #2", "Horkvir Bear-Arm's House", "SESplitDementiaHorkvirBearArmsHouse", -885.146729, 582.669006, -175.309647
"Chair #3", "Horkvir Bear-Arm's House", "SESplitDementiaHorkvirBearArmsHouse", -978.726074, 90.700806, -175.309647
"Stool #1", "Horkvir Bear-Arm's House", "SESplitDementiaHorkvirBearArmsHouse", -900.156372, 1254.547974, 168.663605
"A Battered Stool #1", "Horn Cave", "HornCave", 2114.928955, 2145.649170, 7425.460938
"Bench #1", "Horn Cave", "HornCave", 4849.624023, 3787.675781, 6800.632813
"Bench #2", "Horn Cave", "HornCave", 5003.749512, 3835.301758, 6798.691895
"Bed #1", "Horse Whisperer Stables", "AnvilHorseWhisperer", 345.947540, -379.466736, -13.644440
"Bed #2", "Horse Whisperer Stables", "AnvilHorseWhisperer", 452.615387, 117.642014, -13.644440
"Bench #1", "Horse Whisperer Stables", "AnvilHorseWhisperer", 76.364586, 11.977250, 15.620596
"Chair #1", "Horse Whisperer Stables", "AnvilHorseWhisperer", -124.530632, 192.465576, 34.648727
"Chair #2", "Horse Whisperer Stables", "AnvilHorseWhisperer", 588.248413, -113.287178, -12.681892
"Chair #3", "Horse Whisperer Stables", "AnvilHorseWhisperer", 602.417603, -235.880035, -12.681892
"Stool #1", "Horse Whisperer Stables", "AnvilHorseWhisperer", 146.606720, -88.579239, 16.629978
"Bed #1", "House For Sale", "BravilHouseforSale", -254.223053, -341.976501, -193.439148
"Chair #1", "House For Sale", "BravilHouseforSale", -101.974731, 192.607910, -192.714081
"Chair #2", "House For Sale", "BravilHouseforSale", -14.449224, -7.845481, -191.424881
"Chair #3", "House For Sale", "BravilHouseforSale", -14.834405, 115.928650, -191.424881
"Chair #4", "House For Sale", "BravilHouseforSale", -244.328110, -25.095089, -192.054718
"Chair #5", "House For Sale", "BravilHouseforSale", 109.572578, 238.218399, -192.714081
"Bed #1", "House for Sale", "BrumaHouseForSale", 277.347107, -176.316864, -344.175964
"Chair #1", "House for Sale", "BrumaHouseForSale", -126.588593, -134.103287, -334.410950
"Chair #2", "House for Sale", "BrumaHouseForSale", -136.795456, -137.697769, -110.297379
"Chair #3", "House for Sale", "BrumaHouseForSale", -217.643646, -244.768494, -334.380890
"Chair #4", "House for Sale", "BrumaHouseForSale", -403.969635, -216.275009, -108.827156
"Chair #5", "House for Sale", "BrumaHouseForSale", 210.323975, 248.784927, -334.304016
"Chair #6", "House for Sale", "BrumaHouseForSale", 222.585693, -178.431137, -108.290886
"Chair #7", "House for Sale", "BrumaHouseForSale", 303.560303, -65.476768, -109.028366
"Chair #8", "House for Sale", "BrumaHouseForSale", 357.066193, -163.521088, -109.028366
"Bed #1", "House for Sale", "CheydinhalHouseForSale", 425.356750, 331.267365, 46.806725
"Bed #2", "House for Sale", "CheydinhalHouseForSale", 429.761261, 332.052032, 63.453972
"Bench #1", "House for Sale", "CheydinhalHouseForSale", 177.309708, 172.275589, -194.584564
"Chair #1", "House for Sale", "CheydinhalHouseForSale", -1.178867, 6.420230, 60.617752
"Chair #2", "House for Sale", "CheydinhalHouseForSale", -90.662491, 435.294678, 60.196884
"Chair #3", "House for Sale", "CheydinhalHouseForSale", 106.089279, 67.998520, -163.733246
"Chair #4", "House for Sale", "CheydinhalHouseForSale", 106.547478, -67.542084, -163.361252
